,Jobs,Application Links,Location,Post Date,Closed Date,Status
282,MISSION SUPPORT SPECIALIST-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/588895000,"San Diego, California San Diego, California",01/13/2021,01/26/2021,OPEN
283,Detection Enforcement Officer (Domain Awareness)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/588934500,"Riverside, California Riverside, California",01/13/2021,02/02/2021,OPEN
284,General Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/589066800,"Fort Bliss, Texas Fort Bliss, Texas",01/11/2021,01/25/2021,OPEN
285,"ENGINEER/SCIENTIST-Commander, Naval Information Warfare Systems Command (NAVWARSYSCOM)",https://www.usajobs.gov/GetJob/ViewDetails/589143000,Multiple Locations,01/12/2021,01/26/2021,OPEN
286,"Psychologist (Program Manager Intensive Community Mental Health)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589164400,"San Antonio, Texas San Antonio, Texas",01/12/2021,02/02/2021,OPEN
287,Senior Scientific Technical Manager (SSTM)-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/589179000,"Picatinny Arsenal, New Jersey Picatinny Arsenal, New Jersey",01/12/2021,02/02/2021,OPEN
288,Supervisory General Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/589195700,"Fort Myer, Virginia Fort Myer, Virginia",01/13/2021,01/26/2021,OPEN
289,"Computer Engineer, Electronics Engineer OR Computer Scientist ZP-0854/0855/1550-V (GS-15 equivalent)-National Institute of Standards and Technology",https://www.usajobs.gov/GetJob/ViewDetails/589202000,"Gaithersburg, Maryland Gaithersburg, Maryland",01/13/2021,01/27/2021,OPEN
290,Supervisory Industrial Engineer-U.S. Army Aviation and Missile Command,https://www.usajobs.gov/GetJob/ViewDetails/589230900,"Chambersburg, Pennsylvania Chambersburg, Pennsylvania",01/12/2021,01/26/2021,OPEN
291,Civil Engineer / Agricultural Engineer-Natural Resources Conservation Service,https://www.usajobs.gov/GetJob/ViewDetails/589295000,"Greenville, North Carolina Greenville, North Carolina",01/20/2021,02/02/2021,OPEN
292,"Supv. Computer Scientist, ZP-1550-V, Supv. Electrical Engineer, ZP-0850-V (GS-15 Equiv.)-National Institute of Standards and Technology",https://www.usajobs.gov/GetJob/ViewDetails/589323800,"Gaithersburg, Maryland Gaithersburg, Maryland",01/14/2021,02/15/2021,OPEN
293,Senior Scientific Technical Manager (SSTM)-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/589390600,"Picatinny Arsenal, New Jersey Picatinny Arsenal, New Jersey",01/13/2021,02/04/2021,OPEN
294,"Electrical Engineer, GS-0850-13-U.S. Coast Guard",https://www.usajobs.gov/GetJob/ViewDetails/589406100,"Washington, District of Columbia Washington, District of Columbia",01/18/2021,01/29/2021,OPEN
295,Civil Engineer (Structural)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589411900,"Huntington, West Virginia Huntington, West Virginia",01/14/2021,01/25/2021,OPEN
296,Mechanical Engineer (Hydropower)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589535700,"Portland, Oregon Portland, Oregon",01/15/2021,01/25/2021,OPEN
297,ELECTRONICS ENGINEER-Joint Activities,https://www.usajobs.gov/GetJob/ViewDetails/589570300,"Key West, Florida Key West, Florida",01/19/2021,01/28/2021,OPEN
298,Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589644200,"Galveston, Texas Galveston, Texas",01/16/2021,01/28/2021,OPEN
299,Interdisciplinary-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589657300,"Walla Walla, Washington Walla Walla, Washington",01/16/2021,02/01/2021,OPEN
300,"Electrical Engineer, GS-0850-12/13-U.S. Coast Guard",https://www.usajobs.gov/GetJob/ViewDetails/589674600,"Washington, District of Columbia Washington, District of Columbia",01/18/2021,01/29/2021,OPEN
301,"Electrical Engineer, GS-0850-12/13-U.S. Coast Guard",https://www.usajobs.gov/GetJob/ViewDetails/589674700,"Washington, District of Columbia Washington, District of Columbia",01/18/2021,01/29/2021,OPEN
302,Lead Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589680800,"Jacksonville, Florida Jacksonville, Florida",01/19/2021,01/28/2021,OPEN
303,Interdisciplinary-U.S. Army Test and Evaluation Command,https://www.usajobs.gov/GetJob/ViewDetails/589713700,"Aberdeen Proving Ground, Maryland Aberdeen Proving Ground, Maryland",01/19/2021,01/29/2021,OPEN
304,Lead Mechanical Engineer (Hydropower)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589758400,"Portland, Oregon Portland, Oregon",01/20/2021,01/29/2021,OPEN
305,Interdisciplinary-U.S. Army Test and Evaluation Command,https://www.usajobs.gov/GetJob/ViewDetails/589766600,"Aberdeen Proving Ground, Maryland Aberdeen Proving Ground, Maryland",01/20/2021,12/31/2021,OPEN
306,Interdisciplinary-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/589825300,"Aberdeen Proving Ground, Maryland Aberdeen Proving Ground, Maryland",01/21/2021,02/04/2021,OPEN
307,Fire Protection Engineer-Department of Energy,https://www.usajobs.gov/GetJob/ViewDetails/589829700,"Idaho Falls, Idaho Idaho Falls, Idaho",01/20/2021,01/28/2021,OPEN
308,Supervisory Industrial Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/589836400,"Stuttgart, Germany Stuttgart, Germany",01/20/2021,01/29/2021,OPEN
309,Supervisory Electrical Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589838400,"Portland, Oregon Portland, Oregon",01/22/2021,02/01/2021,OPEN
310,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589869100,"Long Beach, California Long Beach, California",01/21/2021,02/11/2021,OPEN
311,"General Engineer-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589869800,"Reno, Nevada Reno, Nevada",01/20/2021,02/09/2021,OPEN
312,"Psychologist, GS-0180-13-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589961400,"Salisbury, North Carolina Salisbury, North Carolina",01/21/2021,02/11/2021,OPEN
313,Interdisciplinary Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589963300,"Portland, Oregon Portland, Oregon",01/22/2021,02/01/2021,OPEN
314,Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/590048200,"Houston, Texas Houston, Texas",01/22/2021,02/01/2021,OPEN
315,Civil Engineer (Structural)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/590077600,"Tulsa, Oklahoma Tulsa, Oklahoma",01/22/2021,02/04/2021,OPEN
316,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590099800,Multiple Locations,01/22/2021,02/22/2021,OPEN
317,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590101500,Multiple Locations,01/22/2021,02/22/2021,OPEN
318,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590126300,Multiple Locations,01/22/2021,02/22/2021,OPEN
319,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590131200,Multiple Locations,01/22/2021,02/22/2021,OPEN
320,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590132700,Multiple Locations,01/22/2021,02/22/2021,OPEN
321,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590137300,Multiple Locations,01/22/2021,02/22/2021,OPEN
322,Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/590153400,"Fort Worth, Texas Fort Worth, Texas",01/22/2021,02/01/2021,OPEN
323,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590164800,Multiple Locations,01/22/2021,02/22/2021,OPEN
324,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590169100,Multiple Locations,01/22/2021,02/22/2021,OPEN
325,Civil Engineer (Geotechnical)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/590196400,"Tulsa, Oklahoma Tulsa, Oklahoma",01/21/2021,02/01/2021,OPEN
326,Clinical Laboratory Scientist-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/544073000,"Phoenix, Arizona Phoenix, Arizona",01/21/2021,02/12/2021,OPEN
327,Clinical Laboratory Scientist-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/558431700,Multiple Locations,02/01/2020,01/31/2021,OPEN
328,COMPUTER ENGINEER-US ARMY HUMAN RESOURCES COMMAND (DRU),https://www.usajobs.gov/GetJob/ViewDetails/563190100,"Fort Knox, Kentucky Fort Knox, Kentucky",03/18/2020,03/15/2021,OPEN
329,General Engineer - DIRECT HIRE-Office of the Secretary of Transportation,https://www.usajobs.gov/GetJob/ViewDetails/574337200,"Cambridge, Massachusetts Cambridge, Massachusetts",07/25/2020,07/23/2021,OPEN
330,Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/577296100,Multiple Locations,08/28/2020,02/28/2021,OPEN
331,Civil Engineer (Highway) - Direct Hire-Federal Highway Administration,https://www.usajobs.gov/GetJob/ViewDetails/580165800,"Ashburn, Virginia Ashburn, Virginia",10/01/2020,02/12/2021,OPEN
332,Mechanical Engineer-U.S. Air Force - Agency Wide,https://www.usajobs.gov/GetJob/ViewDetails/580460100,Multiple Locations,10/01/2020,09/30/2021,OPEN
333,Interdisciplinary-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/580988200,Multiple Locations,10/06/2020,09/30/2021,OPEN
334,"Staff Psychologist (Substance Treatment Services)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/582806800,"Syracuse, New York Syracuse, New York",10/27/2020,02/05/2021,OPEN
335,"Staff Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/584018500,"New Orleans, Louisiana New Orleans, Louisiana",11/09/2020,09/30/2021,OPEN
336,Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/584220600,Multiple Locations,11/12/2020,05/12/2021,OPEN
337,"Psychologist (Posttraumatic Stress Disorder Clinic)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/584245400,"Omaha, Nebraska Omaha, Nebraska",11/10/2020,09/30/2021,OPEN
338,"Staff Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/584957100,"Grand Island, Nebraska Grand Island, Nebraska",11/19/2020,09/30/2021,OPEN
339,Marine Interdiction Agent-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/585619300,Multiple Locations,12/01/2020,01/31/2021,OPEN
340,"Staff Psychologist (BHIP)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/587161900,Multiple Locations,12/15/2020,09/30/2021,OPEN
341,Civil Engineer-Forest Service,https://www.usajobs.gov/GetJob/ViewDetails/587259500,Multiple Locations,01/04/2021,06/30/2021,OPEN
342,Supervisory General Engineer-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/588250600,"Bloomfield, New Mexico Bloomfield, New Mexico",12/30/2020,01/25/2021,OPEN
343,"Staff Psychologist (SATP)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588400500,"Harlingen, Texas Harlingen, Texas",01/04/2021,06/15/2021,OPEN
344,General Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/588411000,"Bulgaria, Bulgaria Bulgaria, Bulgaria",01/04/2021,01/25/2021,OPEN
345,Senior Scientific Technical Manager (SSTM)-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/588461300,"Picatinny Arsenal, New Jersey Picatinny Arsenal, New Jersey",01/05/2021,01/26/2021,OPEN
346,"Whole Health Program Coordinator-Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588825100,"Sioux Falls, South Dakota Sioux Falls, South Dakota",01/08/2021,01/29/2021,OPEN
347,"Whole Health Program Coordinator- Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588825300,"Sioux Falls, South Dakota Sioux Falls, South Dakota",01/08/2021,01/29/2021,OPEN
348,Interdisciplinary (Civil Engineer/Geologist)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/588923300,"Tulsa, Oklahoma Tulsa, Oklahoma",01/08/2021,01/26/2021,OPEN
349,General Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589003900,"District of Columbia, District of Columbia District of Columbia, District of Columbia",01/11/2021,01/25/2021,OPEN
350,Electrical Engineer-Bonneville Power Administration,https://www.usajobs.gov/GetJob/ViewDetails/589066900,Multiple Locations,01/11/2021,01/25/2021,OPEN
351,"SUPERVISORY CIVIL ENGINEER-Headquarters, Air Force Reserve Command",https://www.usajobs.gov/GetJob/ViewDetails/589185000,"Westover Air Reserve Base, Massachusetts Westover Air Reserve Base, Massachusetts",01/13/2021,01/26/2021,OPEN
352,Interdisciplinary - Cost Engineer/Architect-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589275900,"Huntington, West Virginia Huntington, West Virginia",01/13/2021,02/26/2021,OPEN
353,Supervisory Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589280300,"Lafayette County, Louisiana Lafayette County, Louisiana",01/13/2021,01/26/2021,OPEN
354,"Psychologist (Community Based Outpatient)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589286200,Multiple Locations,01/13/2021,01/27/2021,OPEN
355,Information Technology Specialist (Applications Software)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589356700,"Falls Church, Virginia Falls Church, Virginia",01/19/2021,01/25/2021,OPEN
356,Supervisory Interdisciplinary (Architect/Engineer)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589370500,"Orange, Texas Orange, Texas",01/14/2021,01/25/2021,OPEN
357,Interdisciplinary Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589381200,"Winchester, Virginia Winchester, Virginia",01/15/2021,01/25/2021,OPEN
358,"Clinical Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589398700,"Biloxi, Mississippi Biloxi, Mississippi",01/13/2021,02/02/2021,OPEN
359,Supervisory Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589416200,"Miami, Florida Miami, Florida",01/20/2021,02/01/2021,OPEN
360,Civil Engineer-Forest Service,https://www.usajobs.gov/GetJob/ViewDetails/589503500,"Prescott, Arizona Prescott, Arizona",01/15/2021,01/29/2021,OPEN
361,Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589547400,"Louisville, Kentucky Louisville, Kentucky",01/15/2021,02/15/2021,OPEN
362,"General Engineer-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589555200,"Gainesville, Florida Gainesville, Florida",01/15/2021,04/30/2021,OPEN
363,General Engineer-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/589578200,"Rock Island, Illinois Rock Island, Illinois",01/15/2021,01/25/2021,OPEN
364,Supervisory Electronics Engineer/Physicist ZP-0855/1310-V (GS-15 Equivalent)-National Institute of Standards and Technology,https://www.usajobs.gov/GetJob/ViewDetails/589585000,"Boulder, Colorado Boulder, Colorado",01/19/2021,02/16/2021,OPEN
365,Lead Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589590900,"Jacksonville, Florida Jacksonville, Florida",01/21/2021,02/04/2021,OPEN
366,Supervisory Customs and Border Protection Officer (Program Manager)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/589724700,"Washington, District of Columbia Washington, District of Columbia",01/22/2021,01/28/2021,OPEN
367,"Supervisory General Engineer-Direct Hire Authority-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589805100,"Indianapolis, Indiana Indianapolis, Indiana",01/20/2021,02/21/2021,OPEN
368,"DEPUTY BASE CIVIL ENGINEER-U.S. Air Forces, Europe",https://www.usajobs.gov/GetJob/ViewDetails/589849400,"Mildenhall, United Kingdom Mildenhall, United Kingdom",01/22/2021,01/28/2021,OPEN
369,"Clinical Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590050600,Multiple Locations,01/21/2021,02/10/2021,OPEN
370,Intelligence Research Specialist (Watch Officer)-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/590088900,"Washington, District of Columbia Washington, District of Columbia",01/22/2021,01/28/2021,OPEN
371,General Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/590095900,"Fort Sill, Oklahoma Fort Sill, Oklahoma",01/22/2021,02/01/2021,OPEN
372,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590098700,"Walla Walla, Washington Walla Walla, Washington",01/22/2021,02/11/2021,OPEN
373,Civil Engineer/Agricultural Engineer-Natural Resources Conservation Service,https://www.usajobs.gov/GetJob/ViewDetails/590116900,Multiple Locations,01/22/2021,02/05/2021,OPEN
374,Civil Engineer/Agricultural Engineer-Natural Resources Conservation Service,https://www.usajobs.gov/GetJob/ViewDetails/590117500,Multiple Locations,01/22/2021,02/05/2021,OPEN
375,GENERAL ENGINEER-Naval Sea Systems Command,https://www.usajobs.gov/GetJob/ViewDetails/580742300,"Port Hueneme, California Port Hueneme, California",10/02/2020,04/02/2021,OPEN
376,SUPERVISORY ENGINEER-Naval Sea Systems Command,https://www.usajobs.gov/GetJob/ViewDetails/583409400,Multiple Locations,11/03/2020,01/29/2021,OPEN
377,Clinical Laboratory Scientist-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/544062300,"Phoenix, Arizona Phoenix, Arizona",01/21/2021,02/12/2021,OPEN
378,Clinical Laboratory Scientist-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/558431300,Multiple Locations,02/01/2020,01/31/2021,OPEN
379,Supervisory Interdisciplinary-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/574567600,Multiple Locations,07/26/2020,01/26/2021,OPEN
380,Electrical Engineer-U.S. Air Force - Agency Wide,https://www.usajobs.gov/GetJob/ViewDetails/580463200,"Laughlin AFB, Texas Laughlin AFB, Texas",10/01/2020,09/30/2021,OPEN
381,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/584070000,"Memphis, Tennessee Memphis, Tennessee",11/09/2020,09/30/2021,OPEN
382,"Psychologist (Associate Chief of Staff for Mental Health)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/584242500,"Mather AFB, California Mather AFB, California",11/11/2020,11/10/2021,OPEN
383,"Psychologist (Primary Care-Mental Health Integration)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/586089100,Multiple Locations,12/04/2020,06/04/2021,OPEN
384,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/586252300,"Shreveport, Louisiana Shreveport, Louisiana",12/04/2020,09/30/2021,OPEN
385,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/586328000,"Lincoln, Nebraska Lincoln, Nebraska",12/07/2020,09/30/2021,OPEN
386,"Clinical Psychologist - Mental Health Outpatient Clinic-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/586441600,"Saint Cloud, Minnesota Saint Cloud, Minnesota",12/07/2020,02/26/2021,OPEN
387,"Clinical Psychologist - Mental Health Outpatient Clinic/C&P Examiner-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/586449300,"Saint Cloud, Minnesota Saint Cloud, Minnesota",12/04/2020,02/26/2021,OPEN
388,"Psychologist - Psychosocial Rehabilitation and Recovery Center & Acute Psychiatric Inpatient Unit-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/586451600,"Saint Cloud, Minnesota Saint Cloud, Minnesota",12/07/2020,02/26/2021,OPEN
389,CBP AIR INTERDICTION AGENT-Customs and Border Protection,https://www.usajobs.gov/GetJob/ViewDetails/587989200,Multiple Locations,01/01/2021,01/31/2021,OPEN
390,Research Soil Scientist/Research Agricultural Engineer-Agricultural Research Service,https://www.usajobs.gov/GetJob/ViewDetails/588303500,"Pullman, Washington Pullman, Washington",01/11/2021,02/10/2021,OPEN
391,"Psychologist (Staff Psychologist) Addiction Recovery Treatment Services-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588327000,"Oakland, California Oakland, California",01/15/2021,01/29/2021,OPEN
392,Senior Scientific Technical Manager (SSTM)-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/588461200,"Picatinny Arsenal, New Jersey Picatinny Arsenal, New Jersey",01/05/2021,01/26/2021,OPEN
393,"Clinical Psychologist - Home Based Primary Care/Rehabilitation & Extended Care-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588563100,"Saint Cloud, Minnesota Saint Cloud, Minnesota",01/05/2021,04/05/2021,OPEN
394,"Psychologist- General Mental Health-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588571500,"Mather AFB, California Mather AFB, California",01/05/2021,01/26/2021,OPEN
395,"Psychologist- General Mental Health-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588571700,"Mather AFB, California Mather AFB, California",01/05/2021,01/26/2021,OPEN
396,"Supervisory General Engineer (Assistant Chief FMS)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588736200,"Aurora, Colorado Aurora, Colorado",01/06/2021,01/26/2021,OPEN
397,Interdisciplinary-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/588975600,"Huntsville, Alabama Huntsville, Alabama",01/11/2021,01/25/2021,OPEN
398,Supervisory Electrical Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589021400,"Zama, Camp Zama, Japan Zama, Camp Zama, Japan",01/13/2021,01/26/2021,OPEN
399,Electrical Engineer-Bonneville Power Administration,https://www.usajobs.gov/GetJob/ViewDetails/589066700,Multiple Locations,01/11/2021,01/25/2021,OPEN
400,"Psychologist- Spinal Cord Injury and Disease-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589178300,"Richmond, Virginia Richmond, Virginia",01/12/2021,02/01/2021,OPEN
401,Interdisciplinary - Cost Engineer/Architect-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589276100,"Huntington, West Virginia Huntington, West Virginia",01/13/2021,02/26/2021,OPEN
402,Interdisciplinary-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589329000,"Galveston, Texas Galveston, Texas",01/14/2021,01/25/2021,OPEN
403,GENERAL ENGINEER-Air Force Operational Test and Evaluation Center,https://www.usajobs.gov/GetJob/ViewDetails/589346300,"Edwards AFB, California Edwards AFB, California",01/14/2021,01/28/2021,OPEN
404,"Staff Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589519300,"Redding, California Redding, California",01/14/2021,02/03/2021,OPEN
405,Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589547500,"Louisville, Kentucky Louisville, Kentucky",01/15/2021,02/15/2021,OPEN
406,Civil Engineer-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589547900,"Louisville, Kentucky Louisville, Kentucky",01/15/2021,02/15/2021,OPEN
407,Interdisciplinary (Architect/Engineer)-U.S. Army Corps of Engineers,https://www.usajobs.gov/GetJob/ViewDetails/589634600,"Galveston, Texas Galveston, Texas",01/16/2021,01/28/2021,OPEN
408,"Staff Psychologist Health Behavior Coordinator-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589733800,"Palo Alto, California Palo Alto, California",01/20/2021,02/10/2021,OPEN
409,"Psychologist - Mental Health Site Director-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589738400,"Sioux Falls, South Dakota Sioux Falls, South Dakota",01/19/2021,01/29/2021,OPEN
410,"Psychologist - Mental Health Site Director-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589738600,"Sioux Falls, South Dakota Sioux Falls, South Dakota",01/19/2021,01/29/2021,OPEN
411,"ELECTRONICS ENGINEER-Headquarters, Air Force Space Command",https://www.usajobs.gov/GetJob/ViewDetails/589784000,"Peterson AFB, Colorado Peterson AFB, Colorado",01/19/2021,01/26/2021,OPEN
412,Supervisory General Engineer-Army Installation Management Command,https://www.usajobs.gov/GetJob/ViewDetails/589795200,"Okinawa Island, Japan Okinawa Island, Japan",01/19/2021,01/28/2021,OPEN
413,"PRRTP Admissions Transitions Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589812500,"Danville, Illinois Danville, Illinois",01/20/2021,02/10/2021,OPEN
414,"PRRTP Admissions Transitions Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589813600,"Danville, Illinois Danville, Illinois",01/20/2021,02/10/2021,OPEN
415,"Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589891400,"Green Bay, Wisconsin Green Bay, Wisconsin",01/21/2021,02/10/2021,OPEN
416,SUPERVISORY INTERDISCIPLINARY POSITION-Naval Air Systems Command,https://www.usajobs.gov/GetJob/ViewDetails/589898900,"Patuxent River, Maryland Patuxent River, Maryland",01/21/2021,01/25/2021,OPEN
417,"Psychologist (Family Mental Health Services Coordinator)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589903300,"Saint Louis, Missouri Saint Louis, Missouri",01/20/2021,02/09/2021,OPEN
418,General Engineer-United States Army Futures Command,https://www.usajobs.gov/GetJob/ViewDetails/589997000,"Fort Rucker, Alabama Fort Rucker, Alabama",01/21/2021,02/01/2021,OPEN
419,Supervisory Interdisciplinary-U.S. Army Test and Evaluation Command,https://www.usajobs.gov/GetJob/ViewDetails/590042900,"Yuma Proving Ground, Arizona Yuma Proving Ground, Arizona",01/21/2021,01/29/2021,OPEN
420,"Clinical Psychologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590050700,Multiple Locations,01/21/2021,02/10/2021,OPEN
421,"Psychologist-Telemental Health Program Coordinator-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590054500,Multiple Locations,01/22/2021,02/11/2021,OPEN
