,Jobs,Application Links,Location,Post Date,Closed Date,Status
273,"Inventory Management Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589508000,"Fayetteville, Arkansas Fayetteville, Arkansas",01/15/2021,02/05/2021,OPEN
274,"Registered Nurse - ICU-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589785700,"Fairfield, California Fairfield, California",01/19/2021,02/02/2021,OPEN
275,"Budget Analyst-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589817600,"Murfreesboro, Tennessee Murfreesboro, Tennessee",01/20/2021,02/09/2021,OPEN
276,"Peer Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589772700,"Buffalo, New York Buffalo, New York",01/20/2021,02/09/2021,OPEN
277,"Health System Specialist (Credentialing & Privileging)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589987500,"Harlingen, Texas Harlingen, Texas",01/21/2021,01/27/2021,OPEN
278,"PEER SPECIALIST-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590030700,"Lebanon, Pennsylvania Lebanon, Pennsylvania",01/21/2021,02/04/2021,OPEN
279,"Inventory Mgt Specialist EX-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590115000,"Phoenix, Arizona Phoenix, Arizona",01/22/2021,02/11/2021,OPEN
280,"Peer Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588608800,"Harlingen, Texas Harlingen, Texas",01/05/2021,01/27/2021,OPEN
281,"Peer Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588609000,"Harlingen, Texas Harlingen, Texas",01/05/2021,01/27/2021,OPEN
282,"PEER SUPPPORT APPRENTICE / PEER SPECIALIST-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589094100,"Sheridan, Wyoming Sheridan, Wyoming",01/11/2021,01/29/2021,OPEN
283,"Auditor-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589897700,"Location Negotiable After Selection, United States",01/20/2021,01/25/2021,OPEN
284,"Human Resources Specialist (Technical Reviewer)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590081500,Multiple Locations,01/22/2021,01/27/2021,OPEN
285,"Registered Nurse-Nurse Manager (Emergency Department)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589042700,"Gainesville, Florida Gainesville, Florida",01/11/2021,02/02/2021,OPEN
286,"Registered Nurse-EP Clinic (Cardiovasclar)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589159700,"Richmond, Virginia Richmond, Virginia",01/12/2021,01/26/2021,OPEN
287,"Health System Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589574000,"Leeds, Massachusetts Leeds, Massachusetts",01/15/2021,01/25/2021,OPEN
288,"Recreation Assistant-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589652000,"Tomah, Wisconsin Tomah, Wisconsin",01/15/2021,01/28/2021,OPEN
289,"Supervisory Accountant-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589655800,"Mare Island Naval Shipyard, California Mare Island Naval Shipyard, California",01/15/2021,01/29/2021,OPEN
290,"Registered Nurse (OR)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589669300,"Birmingham, Alabama Birmingham, Alabama",01/19/2021,02/01/2021,OPEN
291,"Registered Nurse (OR)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589669500,"Birmingham, Alabama Birmingham, Alabama",01/19/2021,02/01/2021,OPEN
292,"Supervisory Health Technician-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589698300,"Temple, Texas Temple, Texas",01/19/2021,01/29/2021,OPEN
293,"Supervisory Health Technician-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589698800,"Temple, Texas Temple, Texas",01/19/2021,01/29/2021,OPEN
294,"Training Instructor-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589708800,"New Orleans, Louisiana New Orleans, Louisiana",01/19/2021,02/09/2021,OPEN
295,"Medical Records Admin (CTR)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589979300,"Washington, District of Columbia Washington, District of Columbia",01/21/2021,02/05/2021,OPEN
296,"Medical Records Admin (CTR)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589980400,"Washington, District of Columbia Washington, District of Columbia",01/21/2021,02/05/2021,OPEN
297,"Program Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588443100,Multiple Locations,01/04/2021,01/25/2021,OPEN
298,"Acquisition Utilization Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588684500,"Murfreesboro, Tennessee Murfreesboro, Tennessee",01/06/2021,01/27/2021,OPEN
299,Title 10 Faculty Member (TACT/OPNL)-U.S. Army Training and Doctrine Command,https://www.usajobs.gov/GetJob/ViewDetails/589210500,"Fort Leavenworth, Kansas Fort Leavenworth, Kansas",01/12/2021,01/26/2021,OPEN
300,"Health System Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589229300,"Washington, District of Columbia Washington, District of Columbia",01/13/2021,02/03/2021,OPEN
301,"Social Services Assistant (Community Outreach Division Case Aide)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589467100,"Cincinnati, Ohio Cincinnati, Ohio",01/14/2021,02/02/2021,OPEN
302,"Program Specialist (Fleet)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589476000,"Reno, Nevada Reno, Nevada",01/14/2021,02/04/2021,OPEN
303,"Supervisory Health Science Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589571300,"Wilmington, Delaware Wilmington, Delaware",01/15/2021,01/29/2021,OPEN
304,Nurse (Community Health)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/589638800,"Dulce, New Mexico Dulce, New Mexico",01/19/2021,07/20/2021,OPEN
305,"Health Care Education Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589717200,"Miami, Florida Miami, Florida",01/19/2021,02/09/2021,OPEN
306,"Health System Specialist (Credentialing & Privileging Manager)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589781100,"Fargo, North Dakota Fargo, North Dakota",01/20/2021,01/25/2021,OPEN
307,"Training Instructor-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589951900,"New Orleans, Louisiana New Orleans, Louisiana",01/21/2021,02/11/2021,OPEN
308,"Program Specialist - Veterans Crisis Line - Wellness Program Coordinator-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589992100,Multiple Locations,01/21/2021,01/25/2021,OPEN
309,"Program Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590096100,"Location Negotiable After Selection, United States",01/22/2021,01/29/2021,OPEN
310,"Physician Assistant (Urology)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/586144800,"Wilmington, Delaware Wilmington, Delaware",12/03/2020,03/03/2021,OPEN
311,"Public Affairs Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588672700,"Fayetteville, Arkansas Fayetteville, Arkansas",01/06/2021,01/28/2021,OPEN
312,"PA/ NP Home Based Primary Care-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589741600,"Coatesville, Pennsylvania Coatesville, Pennsylvania",01/19/2021,02/02/2021,OPEN
313,"Peer Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589749500,"Clarksburg, West Virginia Clarksburg, West Virginia",01/19/2021,02/03/2021,OPEN
314,"Physician Assistant-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589991700,"Washington, District of Columbia Washington, District of Columbia",01/21/2021,02/05/2021,OPEN
315,"Physician Assistant-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589992300,"Washington, District of Columbia Washington, District of Columbia",01/21/2021,02/05/2021,OPEN
316,"Peer Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588613000,"Las Vegas, Nevada Las Vegas, Nevada",01/05/2021,01/26/2021,OPEN
317,"Peer Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589081200,"Seattle, Washington Seattle, Washington",01/11/2021,02/01/2021,OPEN
318,Nurse (Med/Surg)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/580754300,Multiple Locations,10/02/2020,09/30/2021,OPEN
319,Nurse (OB)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/581760900,"Claremore, Oklahoma Claremore, Oklahoma",10/15/2020,09/30/2021,OPEN
320,"Medical Administration Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588648900,"Hampton, Virginia Hampton, Virginia",01/07/2021,01/28/2021,OPEN
321,"Accountant-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589182100,"Bay Pines, Florida Bay Pines, Florida",01/12/2021,02/02/2021,OPEN
322,"Auditor-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589845500,"Portland, Oregon Portland, Oregon",01/20/2021,01/25/2021,OPEN
323,"Licensed Vocational Nurse (Austin OPC)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588762700,"Austin, Texas Austin, Texas",01/07/2021,01/28/2021,OPEN
324,"Program Specialist (Telehealth)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589312000,"Lebanon, Pennsylvania Lebanon, Pennsylvania",01/13/2021,01/27/2021,OPEN
325,"Supervisory Mobility Transportation Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589620200,"Big Spring, Texas Big Spring, Texas",01/15/2021,01/26/2021,OPEN
326,Nurse (Community Health)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/589639000,"Dulce, New Mexico Dulce, New Mexico",01/19/2021,07/20/2021,OPEN
327,"Health Technician (Prosthetics)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589697200,"Chicago, Illinois Chicago, Illinois",01/20/2021,02/01/2021,OPEN
328,Nurse (Med/Surg)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/580753900,Multiple Locations,10/02/2020,09/30/2021,OPEN
329,Nurse (ICU)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/581757200,"Claremore, Oklahoma Claremore, Oklahoma",10/15/2020,09/30/2021,OPEN
330,Nurse (OB)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/581760400,"Claremore, Oklahoma Claremore, Oklahoma",10/15/2020,09/30/2021,OPEN
331,"Medical Technologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/583334700,"Columbia, South Carolina Columbia, South Carolina",11/02/2020,02/05/2021,OPEN
332,"Medical Technologist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/583334800,"Columbia, South Carolina Columbia, South Carolina",11/02/2020,02/05/2021,OPEN
333,"Accountant-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588600300,"Detroit, Michigan Detroit, Michigan",01/06/2021,01/25/2021,OPEN
334,"Safety & Occupational Health Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588668200,"Togus, Maine Togus, Maine",01/06/2021,01/27/2021,OPEN
335,"Interior Designer-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589402700,"San Francisco, California San Francisco, California",01/14/2021,07/14/2021,OPEN
336,"Interior Designer-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590087700,"Johnson City, Tennessee Johnson City, Tennessee",01/22/2021,02/11/2021,OPEN
337,"Supervisory Health System Specialist (Credentialing and Privileging Manager)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589789700,"Cincinnati, Ohio Cincinnati, Ohio",01/19/2021,01/30/2021,OPEN
338,"Licensed Practical Nurse-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/586841300,"Greenville, North Carolina Greenville, North Carolina",12/10/2020,01/29/2021,OPEN
339,"Safety & Occup Hlth Spec-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588767700,"Asheville, North Carolina Asheville, North Carolina",01/08/2021,01/29/2021,OPEN
340,"Health Systems Administrator (Associate Medical Center Director)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590072100,"Orlando, Florida Orlando, Florida",01/22/2021,02/04/2021,OPEN
341,"Registered Nurse-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/581312900,"Little Rock, Arkansas Little Rock, Arkansas",10/09/2020,09/30/2021,OPEN
342,Nurse (ICU)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/581756000,"Claremore, Oklahoma Claremore, Oklahoma",10/15/2020,09/30/2021,OPEN
343,Nurse (ER)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/581759400,Multiple Locations,10/15/2020,09/30/2021,OPEN
344,Nurse (ER)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/581759600,Multiple Locations,10/15/2020,09/30/2021,OPEN
345,Nurse (OR)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/581761700,Multiple Locations,10/15/2020,09/30/2021,OPEN
346,Nurse (OR)-Indian Health Service,https://www.usajobs.gov/GetJob/ViewDetails/581763400,Multiple Locations,10/15/2020,09/30/2021,OPEN
347,"Registered Nurse-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/582253900,"Houston, Texas Houston, Texas",10/21/2020,09/30/2021,OPEN
348,"ARPN -Nurse Practitioner MICU/ICU-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588031200,"San Juan, Puerto Rico San Juan, Puerto Rico",12/23/2020,01/25/2021,OPEN
349,"Program Support Assistant -Clinical Practice Program Assistant-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589001700,"Tomah, Wisconsin Tomah, Wisconsin",01/08/2021,01/29/2021,OPEN
350,Assistant Inspector General for Audits-Office of the Inspector General,https://www.usajobs.gov/GetJob/ViewDetails/590055900,"Washington, District of Columbia Washington, District of Columbia",01/22/2021,02/12/2021,OPEN
351,"Administrative Officer-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589574800,"Lebanon, Pennsylvania Lebanon, Pennsylvania",01/15/2021,01/29/2021,OPEN
352,"Budget Analyst-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589677000,"West Haven, Connecticut West Haven, Connecticut",01/19/2021,02/08/2021,OPEN
353,"Program Analyst-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589915200,"McClellan, California McClellan, California",01/21/2021,02/03/2021,OPEN
354,"Health System Specialist (Systems Redesign)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590173300,"Wichita, Kansas Wichita, Kansas",01/22/2021,02/01/2021,OPEN
355,"HR Specialist (Employee Relations/Labor Relations)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/590089600,Multiple Locations,01/22/2021,02/05/2021,OPEN
356,Student Trainee (Hydrology)-Geological Survey,https://www.usajobs.gov/GetJob/ViewDetails/589246100,Multiple Locations,01/22/2021,02/01/2021,OPEN
357,"Program Specialist-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589657500,"Mather AFB, California Mather AFB, California",01/15/2021,01/26/2021,OPEN
358,"Auditor-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/589946400,"Bay Pines, Florida Bay Pines, Florida",01/21/2021,02/12/2021,OPEN
359,"Licensed Vocational Nurse (Austin OPC)-Veterans Affairs, Veterans Health Administration",https://www.usajobs.gov/GetJob/ViewDetails/588762000,"Austin, Texas Austin, Texas",01/07/2021,01/28/2021,OPEN
360,Chief Human Capital Officer-Department of Housing and Urban Development - Agency Wide,https://www.usajobs.gov/GetJob/ViewDetails/588978500,"District of Columbia, District of Columbia District of Columbia, District of Columbia",01/11/2021,02/01/2021,OPEN
